x1,x2,x3,x4,x5,x6,y1,y2,y3,y4,y5,y6
2,16,4,22,5,31,0,3,1,6,3,9
1,6,3,26,4,26,0,20,2,20,5,52
0,11,2,24,3,26,1,15,4,39,5,65
1,8,2,14,5,44,0,14,3,22,4,22
0,10,1,19,4,38,2,19,3,29,5,67
0,15,1,14,4,36,2,22,3,29,5,65
0,18,2,5,3,38,1,20,4,25,5,63
1,14,3,16,4,24,0,2,2,10,5,40
0,14,3,28,4,21,1,14,2,7,5,49
1,18,2,3,5,47,0,8,3,26,4,21
2,9,4,16,5,26,0,3,1,7,3,10
0,1,3,21,4,35,1,20,2,15,5,56
0,17,2,1,3,41,1,24,4,25,5,66
0,24,2,15,3,26,1,2,4,17,5,43
1,5,2,18,5,47,0,19,3,24,4,23
1,2,3,22,5,35,0,20,2,11,4,13
0,7,1,18,4,32,2,14,3,25,5,57
1,20,2,13,3,25,0,5,4,33,5,58
1,21,2,12,3,31,0,10,4,33,5,64
1,1,3,21,5,45,0,20,2,23,4,24
0,18,3,23,5,29,1,5,2,1,4,6
0,20,2,1,3,36,1,16,4,17,5,53
1,12,3,14,4,32,0,2,2,20,5,46
1,17,2,4,5,45,0,7,3,24,4,21
0,14,2,8,3,37,1,23,4,31,5,68
0,11,3,25,4,29,1,14,2,15,5,54
1,8,2,24,3,24,0,16,4,32,5,56
1,12,3,15,4,33,0,3,2,21,5,48
0,1,1,19,5,46,2,7,3,20,4,26
0,16,3,30,4,21,1,14,2,7,5,51
2,18,3,16,4,31,0,3,1,13,5,47
0,20,2,13,3,24,1,4,4,17,5,41
2,23,3,18,4,28,0,13,1,5,5,46
0,23,2,10,4,27,1,17,3,40,5,67
0,17,1,17,4,25,2,8,3,34,5,59
0,23,2,10,3,28,1,5,4,15,5,43
0,8,3,14,5,44,1,6,2,24,4,30
2,4,3,26,4,27,0,3,1,23,5,53
0,14,1,22,4,29,2,7,3,36,5,65
1,13,3,25,4,28,0,12,2,15,5,53
1,11,4,12,5,41,0,18,2,1,3,29
0,14,1,21,4,24,2,3,3,35,5,59
0,14,2,20,3,25,1,11,4,31,5,56
1,13,2,9,3,36,0,23,4,22,5,58
1,10,4,13,5,47,0,24,2,3,3,34
0,12,3,16,5,26,1,4,2,6,4,10
0,6,4,17,5,38,1,15,2,2,3,21
0,11,2,23,4,26,1,3,3,14,5,40
1,10,3,13,5,32,0,3,2,9,4,19
2,1,3,42,4,22,0,21,1,21,5,64
1,12,4,15,5,35,0,8,2,3,3,20
2,2,4,23,5,46,0,2,1,21,3,23
0,7,3,24,4,24,1,17,2,7,5,48
1,21,2,16,3,27,0,6,4,37,5,64
0,13,2,23,3,31,1,18,4,41,5,72
0,15,1,5,5,46,2,21,3,20,4,26
0,2,1,17,5,41,2,5,3,19,4,22
1,9,3,18,5,32,0,9,2,5,4,14
0,17,3,22,5,29,1,5,2,2,4,7
2,3,3,23,5,44,0,5,1,18,4,21
2,3,3,40,4,22,0,21,1,19,5,62
0,11,1,12,4,34,2,22,3,23,5,57
1,7,3,21,5,39,0,14,2,11,4,18
0,9,2,21,4,26,1,5,3,14,5,40
0,10,3,23,4,36,1,13,2,23,5,59
2,17,3,24,4,20,0,21,1,3,5,44
0,5,1,19,4,35,2,16,3,24,5,59
1,6,2,20,5,36,0,4,3,10,4,26
1,9,2,8,5,41,0,15,3,24,4,17
0,20,2,22,3,21,1,1,4,23,5,44
0,1,2,19,4,40,1,21,3,22,5,62
1,9,3,14,5,44,0,5,2,21,4,30
0,15,1,15,4,37,2,22,3,30,5,67
0,16,3,31,4,22,1,15,2,7,5,53
0,17,4,12,5,32,1,3,2,9,3,20
0,3,4,17,5,35,1,15,2,2,3,18
1,3,2,23,5,34,0,5,3,8,4,26
0,22,1,15,4,30,2,15,3,37,5,67
0,13,1,13,4,33,2,20,3,26,5,59
0,18,2,8,3,33,1,15,4,23,5,56
0,19,1,15,4,25,2,10,3,34,5,59
0,10,1,11,5,47,2,15,3,21,4,26
0,4,2,23,4,33,1,10,3,14,5,47
1,9,4,11,5,34,0,14,2,2,3,23
0,23,1,10,4,24,2,14,3,33,5,57
0,15,4,15,5,33,1,3,2,12,3,18
0,10,2,17,3,34,1,24,4,41,5,75
2,24,3,15,4,28,0,11,1,4,5,43
1,21,2,13,3,24,0,3,4,34,5,58
0,15,4,14,5,32,1,3,2,11,3,18
0,16,2,8,4,32,1,24,3,40,5,72
0,19,4,13,5,39,1,7,2,6,3,26
0,1,1,22,4,34,2,12,3,23,5,57
1,18,3,26,4,22,0,8,2,4,5,48
0,8,3,19,4,34,1,11,2,23,5,53
1,7,2,8,5,43,0,21,3,28,4,15
0,24,2,5,4,27,1,22,3,46,5,73
1,2,2,16,5,44,0,24,3,26,4,18
2,6,3,20,5,38,0,8,1,12,4,18
1,12,3,22,4,24,0,10,2,12,5,46
1,11,3,19,5,33,0,8,2,3,4,14
1,18,2,13,3,31,0,13,4,31,5,62
0,17,2,19,3,31,1,14,4,33,5,64
0,21,1,21,2,23,3,42,4,44,5,86
0,11,1,7,5,40,2,15,3,18,4,22
0,7,3,17,5,32,1,10,2,5,4,15
0,24,4,5,5,32,1,3,2,2,3,27
0,7,1,16,4,34,2,18,3,23,5,57
1,8,3,31,4,29,0,23,2,21,5,60
2,14,3,21,4,24,0,11,1,10,5,45
0,7,3,30,4,30,1,23,2,7,5,60
2,7,3,29,4,31,0,5,1,24,5,60
2,13,4,14,5,32,0,17,1,1,3,18
2,24,3,6,4,27,0,3,1,3,5,33
0,9,3,17,5,38,1,8,2,13,4,21
0,14,1,15,4,38,2,23,3,29,5,67
1,18,2,9,3,35,0,17,4,27,5,62
1,5,2,21,5,38,0,7,3,12,4,26
0,21,4,13,5,37,1,3,2,10,3,24
0,13,2,8,3,36,1,23,4,31,5,67
0,4,3,22,4,33,1,18,2,15,5,55
1,18,2,20,3,21,0,3,4,38,5,59
1,9,4,17,5,39,0,13,2,8,3,22
2,23,3,10,5,36,0,7,1,3,4,26
0,14,2,21,4,30,1,9,3,23,5,53
1,9,3,28,4,28,0,19,2,19,5,56
1,12,4,22,5,37,0,3,2,10,3,15
1,10,3,19,4,32,0,9,2,22,5,51
0,2,3,22,5,45,1,20,2,3,4,23
0,17,3,24,4,23,1,7,2,16,5,47
0,21,2,10,3,33,1,12,4,22,5,55
2,12,4,20,5,36,0,8,1,8,3,16
0,23,2,14,4,24,1,10,3,33,5,57
2,24,3,7,5,36,0,2,1,5,4,29
0,19,2,18,3,31,1,12,4,30,5,61
0,21,2,1,3,36,1,15,4,16,5,52
0,10,1,17,4,33,2,16,3,27,5,60
1,20,2,3,3,42,0,22,4,23,5,65
2,11,3,20,4,27,0,4,1,16,5,47
2,9,3,16,5,36,0,5,1,11,4,20
0,1,2,19,4,41,1,22,3,23,5,64
0,12,1,8,5,47,2,19,3,20,4,27
0,7,1,13,5,41,2,8,3,20,4,21
0,13,1,19,4,36,2,17,3,32,5,68
2,23,3,15,4,26,0,12,1,3,5,41
0,4,4,16,5,34,1,14,2,2,3,18
0,8,2,17,4,32,1,15,3,23,5,55
1,18,2,17,3,26,0,8,4,35,5,61
1,17,2,1,5,41,0,6,3,23,4,18
0,12,3,24,4,28,1,12,2,16,5,52
0,11,1,22,4,25,2,3,3,33,5,58
1,22,2,9,3,30,0,8,4,31,5,61
0,18,1,18,4,30,2,12,3,36,5,66
0,21,2,18,3,25,1,4,4,22,5,47
1,16,2,13,3,28,0,12,4,29,5,57
0,18,2,21,3,21,1,3,4,24,5,45
1,6,3,23,5,33,0,17,2,4,4,10
0,18,2,16,3,24,1,6,4,22,5,46
1,16,2,18,3,29,0,13,4,34,5,63
1,11,3,18,5,33,0,7,2,4,4,15
0,16,3,20,4,28,1,4,2,24,5,48
0,21,1,3,5,45,2,18,3,24,4,21
0,21,1,14,4,31,2,17,3,35,5,66
0,15,2,12,3,33,1,18,4,30,5,63
1,14,3,23,4,24,0,9,2,10,5,47
0,20,4,15,5,37,1,2,2,13,3,22
2,1,3,25,5,39,0,12,1,13,4,14
0,6,1,17,5,44,2,4,3,23,4,21
2,12,3,15,5,32,0,10,1,5,4,17
2,9,3,23,5,37,0,18,1,5,4,14
0,1,3,12,5,42,1,11,2,19,4,30
2,10,3,16,5,33,0,9,1,7,4,17
2,23,3,19,4,30,0,12,1,7,5,49
0,5,3,17,5,45,1,12,2,16,4,28
1,11,2,16,3,32,0,21,4,27,5,59
1,7,2,15,5,41,0,12,3,19,4,22
2,11,3,32,4,23,0,20,1,12,5,55
0,21,2,18,4,30,1,12,3,33,5,63
1,21,2,18,3,24,0,3,4,39,5,63
2,19,3,18,4,25,0,12,1,6,5,43
0,14,1,10,4,34,2,24,3,24,5,58
0,20,2,20,3,22,1,2,4,22,5,44
1,1,2,20,5,44,0,22,3,23,4,21
0,22,1,20,2,22,3,42,4,42,5,84
1,22,2,12,3,25,0,3,4,34,5,59
0,16,1,18,4,24,2,6,3,34,5,58
1,8,2,15,5,44,0,13,3,21,4,23
2,2,4,18,5,44,0,10,1,16,3,26
2,11,3,27,4,26,0,12,1,15,5,53
0,10,2,18,4,33,1,15,3,25,5,58
1,1,2,16,5,40,0,22,3,23,4,17
0,15,2,21,4,29,1,8,3,23,5,52
2,8,4,16,5,36,0,12,1,8,3,20
0,13,1,20,4,25,2,5,3,33,5,58
0,3,4,19,5,32,1,10,2,9,3,13
1,7,4,18,5,38,0,13,2,11,3,20
0,2,4,23,5,47,1,22,2,1,3,24
2,22,3,17,4,29,0,10,1,7,5,46
2,14,4,22,5,36,0,6,1,8,3,14
1,23,2,10,3,34,0,11,4,33,5,67
0,5,4,17,5,32,1,10,2,7,3,15
2,19,3,17,4,24,0,12,1,5,5,41
2,13,3,27,4,28,0,12,1,15,5,55
2,15,3,15,5,35,0,10,1,5,4,20
0,13,1,17,4,38,2,21,3,30,5,68
2,14,3,15,5,34,0,10,1,5,4,19
1,14,3,28,4,21,0,14,2,7,5,49
1,11,2,5,5,43,0,16,3,27,4,16
1,14,3,15,4,32,0,1,2,18,5,47
2,15,3,12,5,38,0,1,1,11,4,26
0,23,1,1,5,45,2,20,3,24,4,21
0,13,1,7,5,41,2,14,3,20,4,21
2,1,3,28,4,25,0,4,1,24,5,53
2,15,4,17,5,24,0,5,1,2,3,7
0,2,3,24,4,38,1,22,2,16,5,62
1,21,2,4,3,38,0,17,4,25,5,63
1,3,2,19,5,41,0,16,3,19,4,22
0,17,1,14,4,27,2,13,3,31,5,58
1,16,2,12,3,35,0,19,4,28,5,63
2,7,3,29,4,24,0,12,1,17,5,53
2,3,4,17,5,44,0,13,1,14,3,27
0,20,4,12,5,38,1,6,2,6,3,26
2,4,3,36,4,22,0,18,1,18,5,58
1,21,3,26,4,22,0,5,2,1,5,48
1,18,2,12,3,29,0,11,4,30,5,59
0,16,2,19,3,29,1,13,4,32,5,61
0,5,3,27,4,38,1,22,2,16,5,65
1,11,2,22,3,34,0,23,4,33,5,67
0,23,1,23,2,16,3,46,4,39,5,85
1,6,3,15,5,41,0,9,2,20,4,26
0,20,3,21,4,17,1,1,2,16,5,38
0,19,1,16,4,31,2,15,3,35,5,66
1,15,3,19,4,37,0,4,2,22,5,56
0,16,1,4,5,47,2,23,3,20,4,27
1,14,2,1,5,40,0,11,3,25,4,15
1,18,2,6,5,45,0,3,3,21,4,24
2,10,3,24,4,24,0,10,1,14,5,48
0,21,2,23,3,22,1,1,4,24,5,46
0,4,4,22,5,44,1,18,2,4,3,22
1,3,3,19,5,40,0,16,2,18,4,21
1,13,3,30,4,18,0,17,2,5,5,48
1,2,4,19,5,32,0,11,2,17,3,13
0,23,2,12,3,25,1,2,4,14,5,39
1,12,2,20,3,31,0,19,4,32,5,63
1,1,4,24,5,38,0,13,2,23,3,14
1,9,2,10,5,42,0,14,3,23,4,19
2,17,3,13,4,26,0,4,1,9,5,39
2,19,3,11,5,35,0,6,1,5,4,24
0,24,2,7,3,33,1,9,4,16,5,49
1,17,3,30,4,22,0,13,2,5,5,52
1,9,3,31,4,31,0,22,2,22,5,62
2,6,3,29,4,25,0,10,1,19,5,54
1,20,3,27,4,22,0,7,2,2,5,49
0,13,1,8,5,47,2,18,3,21,4,26
0,14,4,20,5,39,1,5,2,15,3,19
0,5,3,12,5,41,1,7,2,22,4,29
0,15,1,24,4,28,2,4,3,39,5,67
2,10,4,21,5,34,0,2,1,11,3,13
1,8,3,28,4,28,0,20,2,20,5,56
2,18,3,12,5,36,0,6,1,6,4,24
1,10,2,11,5,41,0,10,3,20,4,21
1,19,2,19,3,30,0,11,4,38,5,68
0,18,2,21,3,20,1,2,4,23,5,43
2,12,3,25,4,28,0,9,1,16,5,53
2,13,4,18,5,30,0,7,1,5,3,12
2,20,3,12,4,31,0,1,1,11,5,43
0,19,2,10,4,33,1,23,3,42,5,75
1,15,2,3,5,52,0,19,3,34,4,18
2,3,3,34,4,26,0,11,1,23,5,60
0,12,3,24,4,29,1,12,2,17,5,53
0,23,1,4,5,33,2,2,3,27,4,6
2,9,4,20,5,32,0,1,1,11,3,12
2,5,3,35,4,29,0,11,1,24,5,64
1,14,2,24,3,20,0,6,4,38,5,58
1,10,4,20,5,32,0,2,2,10,3,12
0,11,1,21,4,37,2,16,3,32,5,69
0,2,4,28,5,35,1,5,2,23,3,7
0,20,3,32,4,13,1,12,2,1,5,45
1,13,3,28,4,17,0,15,2,4,5,45
0,22,1,10,4,27,2,17,3,32,5,59
2,5,3,16,5,35,0,2,1,14,4,19
1,15,2,15,3,38,0,23,4,30,5,68
1,12,3,33,4,21,0,21,2,9,5,54
0,10,3,28,4,19,1,18,2,1,5,47
0,12,3,14,5,34,1,2,2,18,4,20
0,14,1,6,5,46,2,20,3,20,4,26
0,6,1,14,5,46,2,12,3,20,4,26
0,21,2,19,3,25,1,4,4,23,5,48
0,12,2,16,3,33,1,21,4,37,5,70
0,23,1,16,4,28,2,12,3,39,5,67
1,12,3,17,5,36,0,5,2,7,4,19
2,13,3,25,4,19,0,19,1,6,5,44
0,24,2,12,3,25,1,1,4,13,5,38
0,13,1,22,4,24,2,2,3,35,5,59
2,1,4,20,5,40,0,1,1,19,3,20
0,18,2,5,3,36,1,18,4,23,5,59
2,16,4,20,5,27,0,3,1,4,3,7
1,5,4,16,5,45,0,24,2,11,3,29
0,19,1,18,2,24,3,37,4,42,5,79
0,19,1,15,4,27,2,12,3,34,5,61
1,13,4,14,5,47,0,20,2,1,3,33
0,17,1,22,4,28,2,6,3,39,5,67
0,23,1,13,4,25,2,12,3,36,5,61
0,18,1,20,4,29,2,9,3,38,5,67
0,18,1,21,2,24,3,39,4,45,5,84
1,19,2,24,3,23,0,4,4,43,5,66
0,16,2,22,4,24,1,2,3,18,5,42
0,7,4,17,5,33,1,9,2,8,3,16
0,17,3,20,5,29,1,3,2,6,4,9
0,24,1,21,2,22,3,45,4,43,5,88
2,19,3,23,4,31,0,11,1,12,5,54
2,15,4,16,5,26,0,9,1,1,3,10
2,14,3,16,5,36,0,10,1,6,4,20
0,24,1,19,2,20,3,43,4,39,5,82
1,6,2,12,5,46,0,22,3,28,4,18
1,9,4,19,5,36,0,8,2,10,3,17
1,3,3,17,5,41,0,14,2,21,4,24
0,5,1,21,4,35,2,14,3,26,5,61
2,5,3,22,5,33,0,16,1,6,4,11
1,6,2,18,5,44,0,14,3,20,4,24
1,1,3,20,5,44,0,19,2,23,4,24
0,16,3,22,5,30,1,6,2,2,4,8
0,16,1,16,4,27,2,11,3,32,5,59
2,6,4,20,5,41,0,7,1,14,3,21
0,9,2,18,4,35,1,17,3,26,5,61
1,6,2,13,5,47,0,22,3,28,4,19
0,24,1,7,5,39,2,1,3,31,4,8
0,3,1,23,4,35,2,12,3,26,5,61
2,17,3,14,5,37,0,8,1,6,4,23
0,15,3,27,4,29,1,12,2,17,5,56
0,5,1,17,5,46,2,7,3,22,4,24
2,17,4,22,5,30,0,3,1,5,3,8
0,7,4,18,5,38,1,13,2,5,3,20
0,10,1,6,5,42,2,20,3,16,4,26
0,15,1,16,4,36,2,20,3,31,5,67
2,9,4,11,5,35,0,22,1,2,3,24
1,16,2,24,3,22,0,6,4,40,5,62
1,8,3,9,5,40,0,1,2,23,4,31
0,1,1,18,5,41,2,4,3,19,4,22
0,8,2,16,4,34,1,18,3,26,5,60
1,13,3,29,4,18,0,16,2,5,5,47
2,17,3,16,4,30,0,3,1,13,5,46
0,11,3,16,5,39,1,5,2,18,4,23
0,2,2,20,4,44,1,24,3,26,5,70
0,18,1,7,5,45,2,13,3,25,4,20
1,9,4,21,5,34,0,4,2,12,3,13
0,11,3,17,5,38,1,6,2,15,4,21
1,10,3,17,5,38,0,7,2,11,4,21
0,13,1,5,5,42,2,19,3,18,4,24
2,5,4,19,5,39,0,6,1,14,3,20
2,6,3,21,5,35,0,13,1,8,4,14
0,20,1,17,4,24,2,7,3,37,5,61
0,21,2,10,3,32,1,11,4,21,5,53
1,16,2,16,3,30,0,14,4,32,5,62
2,9,4,13,5,41,0,24,1,4,3,28
1,4,2,17,5,45,0,20,3,24,4,21
0,8,1,22,4,37,2,15,3,30,5,67
1,13,2,9,5,44,0,9,3,22,4,22
1,17,3,23,4,24,0,6,2,7,5,47
0,6,3,25,4,36,1,19,2,17,5,61
2,12,3,19,5,39,0,11,1,8,4,20
0,6,2,21,4,39,1,18,3,24,5,63
0,7,3,21,5,38,1,14,2,3,4,17
0,18,3,23,5,31,1,5,2,3,4,8
0,10,2,13,4,35,1,22,3,32,5,67
0,24,3,25,4,10,1,1,2,9,5,35
1,10,4,23,5,39,0,6,2,13,3,16
0,21,1,22,2,22,3,43,4,44,5,87
2,10,3,24,4,25,0,9,1,15,5,49
0,16,3,31,4,16,1,15,2,1,5,47
0,24,1,8,4,27,2,19,3,32,5,59
0,19,1,12,4,36,2,24,3,31,5,67
0,23,2,19,3,27,1,4,4,23,5,50
0,13,3,19,5,38,1,6,2,13,4,19
1,3,4,25,5,36,0,8,2,22,3,11
0,10,4,22,5,33,1,1,2,21,3,11
0,7,1,12,5,41,2,10,3,19,4,22
0,14,1,4,5,40,2,18,3,18,4,22
0,22,2,15,3,30,1,8,4,23,5,53
0,3,3,25,4,39,1,22,2,17,5,64
1,3,2,18,5,43,0,19,3,22,4,21
0,13,2,19,3,33,1,20,4,39,5,72
0,20,2,11,3,39,1,19,4,30,5,69
2,4,3,22,5,35,0,13,1,9,4,13
0,7,3,14,5,40,1,7,2,19,4,26
2,15,3,14,5,34,0,9,1,5,4,20
2,5,3,27,5,39,0,20,1,7,4,12
1,13,2,22,3,34,0,21,4,35,5,69
0,6,1,12,5,43,2,13,3,18,4,25
0,9,3,23,4,32,1,14,2,18,5,55
1,16,2,7,5,46,0,7,3,23,4,23
2,2,3,28,5,39,0,19,1,9,4,11
1,2,2,24,5,33,0,5,3,7,4,26
1,21,2,23,3,27,0,6,4,44,5,71
0,15,3,26,4,29,1,11,2,18,5,55
1,8,3,20,5,36,0,12,2,8,4,16
1,4,2,24,5,39,0,7,3,11,4,28
1,12,3,33,4,22,0,21,2,10,5,55
0,15,2,18,4,38,1,20,3,35,5,73
0,6,3,14,5,43,1,8,2,21,4,29
2,22,4,23,5,31,0,7,1,1,3,8
0,22,2,4,3,38,1,16,4,20,5,58
0,14,2,12,4,33,1,21,3,35,5,68
0,14,4,11,5,33,1,8,2,3,3,22
1,14,4,20,5,39,0,5,2,6,3,19
0,7,3,31,4,26,1,24,2,2,5,57
0,7,3,19,5,47,1,12,2,16,4,28
0,11,2,21,3,28,1,17,4,38,5,66
1,9,2,8,5,42,0,16,3,25,4,17
0,24,1,24,2,18,3,48,4,42,5,90
0,24,2,18,3,26,1,2,4,20,5,46
1,18,2,1,3,40,0,22,4,19,5,59
2,19,3,19,4,36,0,2,1,17,5,55
1,1,4,17,5,41,0,23,2,16,3,24
0,19,1,23,4,28,2,5,3,42,5,70
0,22,3,28,4,8,1,6,2,2,5,36
1,6,4,19,5,38,0,13,2,13,3,19
0,1,1,18,4,41,2,23,3,19,5,60
2,4,4,22,5,44,0,4,1,18,3,22
0,2,3,18,5,43,1,16,2,9,4,25
1,16,2,17,3,30,0,14,4,33,5,63
0,15,3,23,4,26,1,8,2,18,5,49
1,20,2,15,3,28,0,8,4,35,5,63
0,17,1,3,5,43,2,20,3,20,4,23
0,17,3,28,4,21,1,11,2,10,5,49
0,10,1,10,5,41,2,11,3,20,4,21
2,14,3,26,4,24,0,16,1,10,5,50
1,6,2,17,5,34,0,5,3,11,4,23
1,9,3,26,5,37,0,17,2,2,4,11
1,5,2,17,5,47,0,20,3,25,4,22
2,20,3,14,4,26,0,8,1,6,5,40
1,10,4,11,5,34,0,13,2,1,3,23
1,11,3,18,4,34,0,7,2,23,5,52
1,19,3,21,4,29,0,2,2,10,5,50
1,16,3,30,4,23,0,14,2,7,5,53
1,8,3,25,4,26,0,17,2,18,5,51
0,18,2,17,3,31,1,13,4,30,5,61
0,24,1,1,5,44,2,18,3,25,4,19
0,8,3,25,4,27,1,17,2,10,5,52
1,7,3,30,4,26,0,23,2,19,5,56
0,18,2,20,3,26,1,8,4,28,5,54
0,22,3,23,4,19,1,1,2,18,5,42
1,5,3,26,5,33,0,21,2,2,4,7
0,1,4,25,5,38,1,12,2,13,3,13
2,13,3,28,4,23,0,18,1,10,5,51
1,14,2,19,3,34,0,20,4,33,5,67
0,18,3,24,4,16,1,6,2,10,5,40
2,7,3,34,4,31,0,10,1,24,5,65
1,6,2,19,5,44,0,13,3,19,4,25
0,23,2,16,4,28,1,12,3,35,5,63
2,6,4,17,5,45,0,17,1,11,3,28
0,10,4,17,5,39,1,12,2,5,3,22
0,15,2,14,3,37,1,22,4,36,5,73
0,21,2,11,3,32,1,11,4,22,5,54
0,15,3,29,4,16,1,14,2,2,5,45
1,5,3,19,5,40,0,14,2,16,4,21
0,13,2,18,4,32,1,14,3,27,5,59
1,20,2,19,3,24,0,4,4,39,5,63
1,5,4,16,5,44,0,23,2,11,3,28
0,18,2,14,3,32,1,14,4,28,5,60
1,17,2,15,3,39,0,22,4,32,5,71
0,2,3,21,5,44,1,19,2,4,4,23
0,8,1,14,5,47,2,11,3,22,4,25
2,14,3,32,4,22,0,24,1,8,5,54
2,8,3,17,5,32,0,10,1,7,4,15
1,1,3,24,5,35,0,23,2,10,4,11
1,18,2,17,3,24,0,6,4,35,5,59
2,6,4,23,5,47,0,7,1,17,3,24
0,18,1,6,5,45,2,15,3,24,4,21
1,6,3,18,5,44,0,12,2,20,4,26
0,15,1,24,4,29,2,5,3,39,5,68
0,19,3,29,4,20,1,10,2,10,5,49
0,21,3,24,4,21,1,3,2,18,5,45
2,16,3,31,4,23,0,24,1,7,5,54
0,6,3,13,5,40,1,7,2,20,4,27
0,16,3,31,4,17,1,15,2,2,5,48
1,7,4,21,5,47,0,19,2,14,3,26
2,12,3,13,5,32,0,6,1,7,4,19
0,4,3,12,5,43,1,8,2,23,4,31
0,19,2,12,3,35,1,16,4,28,5,63
0,16,3,30,4,16,1,14,2,2,5,46
1,11,3,23,5,38,0,12,2,4,4,15
1,11,2,14,5,46,0,10,3,21,4,25
0,23,1,1,5,47,2,22,3,24,4,23
1,8,3,29,4,30,0,21,2,22,5,59
1,11,3,28,4,28,0,17,2,17,5,56
0,24,1,2,5,35,2,7,3,26,4,9
0,15,4,9,5,32,1,8,2,1,3,23
2,18,3,28,4,22,0,24,1,4,5,50
2,21,3,15,4,26,0,10,1,5,5,41
1,8,3,24,4,25,0,16,2,17,5,49
1,6,3,13,5,41,0,7,2,22,4,28
0,21,1,1,5,41,2,18,3,22,4,19
1,18,2,18,3,29,0,11,4,36,5,65
1,6,4,30,5,37,0,1,2,24,3,7
0,23,3,24,4,11,1,1,2,10,5,35
0,7,3,24,4,27,1,17,2,10,5,51
1,8,3,31,4,24,0,23,2,16,5,55
0,21,3,31,4,20,1,10,2,10,5,51
1,7,3,23,5,34,0,16,2,4,4,11
1,18,2,5,3,36,0,18,4,23,5,59
0,22,3,30,4,10,1,8,2,2,5,40
0,3,2,21,4,35,1,14,3,17,5,52
1,9,3,22,4,32,0,13,2,23,5,54
0,18,3,24,4,17,1,6,2,11,5,41
1,3,2,19,5,42,0,17,3,20,4,22
0,6,4,21,5,46,1,19,2,2,3,25
2,6,4,17,5,44,0,16,1,11,3,27
2,17,3,13,5,36,0,7,1,6,4,23
1,13,3,16,5,38,0,3,2,9,4,22
0,8,3,29,4,24,1,21,2,3,5,53
2,4,4,18,5,35,0,3,1,14,3,17
2,24,3,10,4,27,0,7,1,3,5,37
0,8,3,18,5,44,1,10,2,16,4,26
2,20,3,14,4,27,0,7,1,7,5,41
0,13,1,16,4,32,2,16,3,29,5,61
2,20,3,17,4,30,0,7,1,10,5,47
0,10,3,26,4,27,1,16,2,11,5,53
2,15,4,22,5,38,0,9,1,7,3,16
0,23,1,13,4,27,2,14,3,36,5,63
0,23,2,14,3,28,1,5,4,19,5,47
0,19,2,6,3,40,1,21,4,27,5,67
0,22,3,31,4,20,1,9,2,11,5,51
0,21,2,12,4,27,1,15,3,36,5,63
0,3,4,26,5,36,1,7,2,19,3,10
1,18,3,29,4,21,0,11,2,3,5,50
0,16,2,21,4,31,1,10,3,26,5,57
0,19,2,16,4,25,1,9,3,28,5,53
0,9,4,21,5,45,1,15,2,6,3,24
1,8,4,17,5,33,0,8,2,9,3,16
0,22,1,2,5,44,2,18,3,24,4,20
2,5,4,11,5,41,0,24,1,6,3,30
2,11,3,29,4,31,0,9,1,20,5,60
0,20,2,13,3,28,1,8,4,21,5,49
0,12,2,13,3,36,1,24,4,37,5,73
2,6,3,18,5,40,0,2,1,16,4,22
1,13,2,10,5,43,0,7,3,20,4,23
2,4,3,20,5,32,0,12,1,8,4,12
0,13,3,24,4,30,1,11,2,19,5,54
0,4,3,18,5,40,1,14,2,8,4,22
0,16,1,20,4,25,2,5,3,36,5,61
0,17,1,22,2,24,3,39,4,46,5,85
1,9,4,17,5,32,0,6,2,8,3,15
0,16,3,18,5,36,1,2,2,16,4,18
0,1,1,18,5,43,2,6,3,19,4,24
0,10,2,17,4,33,1,16,3,26,5,59
2,4,4,17,5,34,0,4,1,13,3,17
0,17,1,19,4,27,2,8,3,36,5,63
2,8,4,14,5,43,0,23,1,6,3,29
0,19,3,20,5,29,1,1,2,8,4,9
0,18,3,35,4,20,1,17,2,3,5,55
0,8,3,17,5,45,1,9,2,19,4,28
0,5,3,16,5,47,1,11,2,20,4,31
1,5,4,28,5,35,0,2,2,23,3,7
1,7,3,16,5,44,0,9,2,21,4,28
1,4,3,25,5,38,0,21,2,9,4,13
1,11,2,6,5,49,0,21,3,32,4,17
0,1,1,20,4,40,2,20,3,21,5,61
1,17,3,33,4,20,0,16,2,3,5,53
0,22,2,12,3,29,1,7,4,19,5,48
2,11,3,18,5,45,0,2,1,16,4,27
1,9,4,20,5,47,0,18,2,11,3,27
1,19,2,19,3,28,0,9,4,38,5,66
0,8,1,24,4,37,2,13,3,32,5,69
0,11,3,22,5,39,1,11,2,6,4,17
1,7,3,26,5,38,0,19,2,5,4,12
1,16,3,25,4,19,0,9,2,3,5,44
2,8,4,15,5,40,0,18,1,7,3,25
1,13,2,24,3,31,0,18,4,37,5,68
2,2,4,22,5,53,0,11,1,20,3,31
0,19,3,25,4,17,1,6,2,11,5,42
2,7,3,34,4,24,0,17,1,17,5,58
0,4,4,26,5,37,1,7,2,19,3,11
0,11,1,16,4,34,2,18,3,27,5,61
1,14,3,15,4,35,0,1,2,21,5,50
0,24,4,7,5,34,1,3,2,4,3,27
0,8,3,28,4,31,1,20,2,11,5,59
0,4,2,18,4,42,1,24,3,28,5,70
0,11,2,20,3,34,1,23,4,43,5,77
1,13,3,19,4,34,0,6,2,21,5,53
1,12,3,30,4,28,0,18,2,16,5,58
